char_idx,char,top_left_x,top_left_y,width,height,char_idx_in_line,line_idx,page,word_idx,word_idx_in_line,word,question_image_version
4,i,774.2742857142858,456.28000000000003,14.428571428571429,33,4,0,toy_text_2_5_question_5111_target,0,0,Reading,question_images_version_1
5,n,788.7028571428573,456.28000000000003,14.428571428571429,33,5,0,toy_text_2_5_question_5111_target,0,0,Reading,question_images_version_1
6,g,803.1314285714287,456.28000000000003,14.428571428571429,33,6,0,toy_text_2_5_question_5111_target,0,0,Reading,question_images_version_1
7, ,817.5600000000002,456.28000000000003,14.428571428571429,33,7,0,toy_text_2_5_question_5111_target,0,0,,question_images_version_1
8,c,831.9885714285716,456.28000000000003,14.428571428571429,33,8,0,toy_text_2_5_question_5111_target,1,1,comprehension,question_images_version_1
9,o,846.4171428571431,456.28000000000003,14.428571428571429,33,9,0,toy_text_2_5_question_5111_target,1,1,comprehension,question_images_version_1
10,m,860.8457142857145,456.28000000000003,14.428571428571429,33,10,0,toy_text_2_5_question_5111_target,1,1,comprehension,question_images_version_1
11,p,875.274285714286,456.28000000000003,14.428571428571429,33,11,0,toy_text_2_5_question_5111_target,1,1,comprehension,question_images_version_1
12,r,889.7028571428574,456.28000000000003,14.428571428571429,33,12,0,toy_text_2_5_question_5111_target,1,1,comprehension,question_images_version_1
13,e,904.1314285714288,456.28000000000003,14.428571428571429,33,13,0,toy_text_2_5_question_5111_target,1,1,comprehension,question_images_version_1
14,h,918.5600000000003,456.28000000000003,14.428571428571429,33,14,0,toy_text_2_5_question_5111_target,1,1,comprehension,question_images_version_1
15,e,932.9885714285717,456.28000000000003,14.428571428571429,33,15,0,toy_text_2_5_question_5111_target,1,1,comprehension,question_images_version_1
16,n,947.4171428571432,456.28000000000003,14.428571428571429,33,16,0,toy_text_2_5_question_5111_target,1,1,comprehension,question_images_version_1
17,s,961.8457142857146,456.28000000000003,14.428571428571429,33,17,0,toy_text_2_5_question_5111_target,1,1,comprehension,question_images_version_1
18,i,976.2742857142861,456.28000000000003,14.428571428571429,33,18,0,toy_text_2_5_question_5111_target,1,1,comprehension,question_images_version_1
19,o,990.7028571428575,456.28000000000003,14.428571428571429,33,19,0,toy_text_2_5_question_5111_target,1,1,comprehension,question_images_version_1
20,n,1005.131428571429,456.28000000000003,14.428571428571429,33,20,0,toy_text_2_5_question_5111_target,1,1,comprehension,question_images_version_1
0,w,202.79999999999998,259.25,14.375,33,0,0,toy_text_2_5_question_5111_distractor_a,0,0,whatever,question_images_version_1
1,h,217.17499999999998,259.25,14.375,33,1,0,toy_text_2_5_question_5111_distractor_a,0,0,whatever,question_images_version_1
2,a,231.54999999999998,259.25,14.375,33,2,0,toy_text_2_5_question_5111_distractor_a,0,0,whatever,question_images_version_1
3,t,245.92499999999998,259.25,14.375,33,3,0,toy_text_2_5_question_5111_distractor_a,0,0,whatever,question_images_version_1
4,e,260.29999999999995,259.25,14.375,33,4,0,toy_text_2_5_question_5111_distractor_a,0,0,whatever,question_images_version_1
5,v,274.67499999999995,259.25,14.375,33,5,0,toy_text_2_5_question_5111_distractor_a,0,0,whatever,question_images_version_1
6,e,289.04999999999995,259.25,14.375,33,6,0,toy_text_2_5_question_5111_distractor_a,0,0,whatever,question_images_version_1
7,r,303.42499999999995,259.25,14.375,33,7,0,toy_text_2_5_question_5111_distractor_a,0,0,whatever,question_images_version_1
0,w,85.0,456.28000000000003,14.428571428571429,33,0,0,toy_text_2_5_question_5111_distractor_b,0,0,watever,question_images_version_1
1,a,99.42857142857143,456.28000000000003,14.428571428571429,33,1,0,toy_text_2_5_question_5111_distractor_b,0,0,watever,question_images_version_1
2,t,113.85714285714286,456.28000000000003,14.428571428571429,33,2,0,toy_text_2_5_question_5111_distractor_b,0,0,watever,question_images_version_1
3,e,128.28571428571428,456.28000000000003,14.428571428571429,33,3,0,toy_text_2_5_question_5111_distractor_b,0,0,watever,question_images_version_1
4,v,142.7142857142857,456.28000000000003,14.428571428571429,33,4,0,toy_text_2_5_question_5111_distractor_b,0,0,watever,question_images_version_1
5,e,157.1428571428571,456.28000000000003,14.428571428571429,33,5,0,toy_text_2_5_question_5111_distractor_b,0,0,watever,question_images_version_1
6,r,171.57142857142853,456.28000000000003,14.428571428571429,33,6,0,toy_text_2_5_question_5111_distractor_b,0,0,watever,question_images_version_1
0,a,202.79999999999998,777.75,14.40625,33,0,0,toy_text_2_5_question_5111_distractor_c,0,0,and,question_images_version_1
1,n,217.20624999999998,777.75,14.40625,33,1,0,toy_text_2_5_question_5111_distractor_c,0,0,and,question_images_version_1
2,d,231.61249999999998,777.75,14.40625,33,2,0,toy_text_2_5_question_5111_distractor_c,0,0,and,question_images_version_1
3, ,246.01874999999998,777.75,14.40625,33,3,0,toy_text_2_5_question_5111_distractor_c,0,0,,question_images_version_1
4,t,260.42499999999995,777.75,14.40625,33,4,0,toy_text_2_5_question_5111_distractor_c,1,1,this,question_images_version_1
5,h,274.83124999999995,777.75,14.40625,33,5,0,toy_text_2_5_question_5111_distractor_c,1,1,this,question_images_version_1
6,i,289.23749999999995,777.75,14.40625,33,6,0,toy_text_2_5_question_5111_distractor_c,1,1,this,question_images_version_1
7,s,303.64374999999995,777.75,14.40625,33,7,0,toy_text_2_5_question_5111_distractor_c,1,1,this,question_images_version_1
8, ,318.04999999999995,777.75,14.40625,33,8,0,toy_text_2_5_question_5111_distractor_c,1,1,,question_images_version_1
9,i,332.45624999999995,777.75,14.40625,33,9,0,toy_text_2_5_question_5111_distractor_c,2,2,is,question_images_version_1
10,s,346.86249999999995,777.75,14.40625,33,10,0,toy_text_2_5_question_5111_distractor_c,2,2,is,question_images_version_1
11, ,361.26874999999995,777.75,14.40625,33,11,0,toy_text_2_5_question_5111_distractor_c,2,2,,question_images_version_1
12,a,375.67499999999995,777.75,14.40625,33,12,0,toy_text_2_5_question_5111_distractor_c,3,3,another,question_images_version_1
13,n,390.08124999999995,777.75,14.40625,33,13,0,toy_text_2_5_question_5111_distractor_c,3,3,another,question_images_version_1
14,o,404.48749999999995,777.75,14.40625,33,14,0,toy_text_2_5_question_5111_distractor_c,3,3,another,question_images_version_1
15,t,418.89374999999995,777.75,14.40625,33,15,0,toy_text_2_5_question_5111_distractor_c,3,3,another,question_images_version_1
16,h,433.29999999999995,777.75,14.40625,33,16,0,toy_text_2_5_question_5111_distractor_c,3,3,another,question_images_version_1
17,e,447.70624999999995,777.75,14.40625,33,17,0,toy_text_2_5_question_5111_distractor_c,3,3,another,question_images_version_1
18,r,462.11249999999995,777.75,14.40625,33,18,0,toy_text_2_5_question_5111_distractor_c,3,3,another,question_images_version_1
19, ,476.51874999999995,777.75,14.40625,33,19,0,toy_text_2_5_question_5111_distractor_c,3,3,,question_images_version_1
20,v,490.92499999999995,777.75,14.40625,33,20,0,toy_text_2_5_question_5111_distractor_c,4,4,very,question_images_version_1
21,e,505.33124999999995,777.75,14.40625,33,21,0,toy_text_2_5_question_5111_distractor_c,4,4,very,question_images_version_1
22,r,519.7375,777.75,14.40625,33,22,0,toy_text_2_5_question_5111_distractor_c,4,4,very,question_images_version_1
23,y,534.14375,777.75,14.40625,33,23,0,toy_text_2_5_question_5111_distractor_c,4,4,very,question_images_version_1
24, ,548.55,777.75,14.40625,33,24,0,toy_text_2_5_question_5111_distractor_c,4,4,,question_images_version_1
25,l,562.95625,777.75,14.40625,33,25,0,toy_text_2_5_question_5111_distractor_c,5,5,long,question_images_version_1
26,o,577.3625,777.75,14.40625,33,26,0,toy_text_2_5_question_5111_distractor_c,5,5,long,question_images_version_1
27,n,591.76875,777.75,14.40625,33,27,0,toy_text_2_5_question_5111_distractor_c,5,5,long,question_images_version_1
28,g,606.175,777.75,14.40625,33,28,0,toy_text_2_5_question_5111_distractor_c,5,5,long,question_images_version_1
29, ,620.58125,777.75,14.40625,33,29,0,toy_text_2_5_question_5111_distractor_c,5,5,,question_images_version_1
30,a,634.9875,777.75,14.40625,33,30,0,toy_text_2_5_question_5111_distractor_c,6,6,answer,question_images_version_1
31,n,649.39375,777.75,14.40625,33,31,0,toy_text_2_5_question_5111_distractor_c,6,6,answer,question_images_version_1
32,s,663.8,777.75,14.40625,33,32,0,toy_text_2_5_question_5111_distractor_c,6,6,answer,question_images_version_1
33,w,678.20625,777.75,14.40625,33,33,0,toy_text_2_5_question_5111_distractor_c,6,6,answer,question_images_version_1
34,e,692.6125,777.75,14.40625,33,34,0,toy_text_2_5_question_5111_distractor_c,6,6,answer,question_images_version_1
35,r,707.01875,777.75,14.40625,33,35,0,toy_text_2_5_question_5111_distractor_c,6,6,answer,question_images_version_1
36, ,721.425,777.75,14.40625,33,36,0,toy_text_2_5_question_5111_distractor_c,6,6,,question_images_version_1
37,o,735.83125,777.75,14.40625,33,37,0,toy_text_2_5_question_5111_distractor_c,7,7,option,question_images_version_1
38,p,750.2375,777.75,14.40625,33,38,0,toy_text_2_5_question_5111_distractor_c,7,7,option,question_images_version_1
39,t,764.64375,777.75,14.40625,33,39,0,toy_text_2_5_question_5111_distractor_c,7,7,option,question_images_version_1
40,i,779.05,777.75,14.40625,33,40,0,toy_text_2_5_question_5111_distractor_c,7,7,option,question_images_version_1
41,o,793.45625,777.75,14.40625,33,41,0,toy_text_2_5_question_5111_distractor_c,7,7,option,question_images_version_1
42,n,807.8625,777.75,14.40625,33,42,0,toy_text_2_5_question_5111_distractor_c,7,7,option,question_images_version_1
43, ,822.26875,777.75,14.40625,33,43,0,toy_text_2_5_question_5111_distractor_c,7,7,,question_images_version_1
44,t,836.675,777.75,14.40625,33,44,0,toy_text_2_5_question_5111_distractor_c,8,8,to,question_images_version_1
45,o,851.08125,777.75,14.40625,33,45,0,toy_text_2_5_question_5111_distractor_c,8,8,to,question_images_version_1
46, ,865.4875,777.75,14.40625,33,46,0,toy_text_2_5_question_5111_distractor_c,8,8,,question_images_version_1
47,t,879.89375,777.75,14.40625,33,47,0,toy_text_2_5_question_5111_distractor_c,9,9,test,question_images_version_1
48,e,894.3,777.75,14.40625,33,48,0,toy_text_2_5_question_5111_distractor_c,9,9,test,question_images_version_1
49,s,908.70625,777.75,14.40625,33,49,0,toy_text_2_5_question_5111_distractor_c,9,9,test,question_images_version_1
50,t,923.1125,777.75,14.40625,33,50,0,toy_text_2_5_question_5111_distractor_c,9,9,test,question_images_version_1
51, ,937.51875,777.75,14.40625,33,51,0,toy_text_2_5_question_5111_distractor_c,9,9,,question_images_version_1
52,w,951.925,777.75,14.40625,33,52,0,toy_text_2_5_question_5111_distractor_c,10,10,what,question_images_version_1
53,h,966.33125,777.75,14.40625,33,53,0,toy_text_2_5_question_5111_distractor_c,10,10,what,question_images_version_1
54,a,980.7375,777.75,14.40625,33,54,0,toy_text_2_5_question_5111_distractor_c,10,10,what,question_images_version_1
55,t,995.14375,777.75,14.40625,33,55,0,toy_text_2_5_question_5111_distractor_c,10,10,what,question_images_version_1
56, ,1009.55,777.75,14.40625,33,56,0,toy_text_2_5_question_5111_distractor_c,10,10,,question_images_version_1
57,h,1023.95625,777.75,14.40625,33,57,0,toy_text_2_5_question_5111_distractor_c,11,11,happens,question_images_version_1
58,a,1038.3625,777.75,14.40625,33,58,0,toy_text_2_5_question_5111_distractor_c,11,11,happens,question_images_version_1
59,p,1052.76875,777.75,14.40625,33,59,0,toy_text_2_5_question_5111_distractor_c,11,11,happens,question_images_version_1
60,p,1067.175,777.75,14.40625,33,60,0,toy_text_2_5_question_5111_distractor_c,11,11,happens,question_images_version_1
61,e,1081.58125,777.75,14.40625,33,61,0,toy_text_2_5_question_5111_distractor_c,11,11,happens,question_images_version_1
62,n,1095.9875,777.75,14.40625,33,62,0,toy_text_2_5_question_5111_distractor_c,11,11,happens,question_images_version_1
63,s,1110.39375,777.75,14.40625,33,63,0,toy_text_2_5_question_5111_distractor_c,11,11,happens,question_images_version_1
0,W,85.0,92.0,14.411764705882353,33,0,0,question_5112,0,0,Why,question_images_version_1
1,h,99.41176470588235,92.0,14.411764705882353,33,1,0,question_5112,0,0,Why,question_images_version_1
2,y,113.8235294117647,92.0,14.411764705882353,33,2,0,question_5112,0,0,Why,question_images_version_1
3, ,128.23529411764704,92.0,14.411764705882353,33,3,0,question_5112,0,0,,question_images_version_1
4,a,142.6470588235294,92.0,14.411764705882353,33,4,0,question_5112,1,1,are,question_images_version_1
5,r,157.05882352941174,92.0,14.411764705882353,33,5,0,question_5112,1,1,are,question_images_version_1
6,e,171.4705882352941,92.0,14.411764705882353,33,6,0,question_5112,1,1,are,question_images_version_1
7, ,185.88235294117644,92.0,14.411764705882353,33,7,0,question_5112,1,1,,question_images_version_1
8,e,200.29411764705878,92.0,14.411764705882353,33,8,0,question_5112,2,2,eye-movements,question_images_version_1
9,y,214.70588235294113,92.0,14.411764705882353,33,9,0,question_5112,2,2,eye-movements,question_images_version_1
10,e,229.11764705882348,92.0,14.411764705882353,33,10,0,question_5112,2,2,eye-movements,question_images_version_1
11,-,243.52941176470583,92.0,14.411764705882353,33,11,0,question_5112,2,2,eye-movements,question_images_version_1
12,m,257.9411764705882,92.0,14.411764705882353,33,12,0,question_5112,2,2,eye-movements,question_images_version_1
13,o,272.35294117647055,92.0,14.411764705882353,33,13,0,question_5112,2,2,eye-movements,question_images_version_1
14,v,286.7647058823529,92.0,14.411764705882353,33,14,0,question_5112,2,2,eye-movements,question_images_version_1
15,e,301.1764705882353,92.0,14.411764705882353,33,15,0,question_5112,2,2,eye-movements,question_images_version_1
16,m,315.5882352941177,92.0,14.411764705882353,33,16,0,question_5112,2,2,eye-movements,question_images_version_1
17,e,330.00000000000006,92.0,14.411764705882353,33,17,0,question_5112,2,2,eye-movements,question_images_version_1
18,n,344.41176470588243,92.0,14.411764705882353,33,18,0,question_5112,2,2,eye-movements,question_images_version_1
19,t,358.8235294117648,92.0,14.411764705882353,33,19,0,question_5112,2,2,eye-movements,question_images_version_1
20,s,373.2352941176472,92.0,14.411764705882353,33,20,0,question_5112,2,2,eye-movements,question_images_version_1
21, ,387.64705882352956,92.0,14.411764705882353,33,21,0,question_5112,2,2,,question_images_version_1
22,i,402.05882352941194,92.0,14.411764705882353,33,22,0,question_5112,3,3,interesting?,question_images_version_1
23,n,416.4705882352943,92.0,14.411764705882353,33,23,0,question_5112,3,3,interesting?,question_images_version_1
24,t,430.8823529411767,92.0,14.411764705882353,33,24,0,question_5112,3,3,interesting?,question_images_version_1
25,e,445.29411764705907,92.0,14.411764705882353,33,25,0,question_5112,3,3,interesting?,question_images_version_1
26,r,459.70588235294144,92.0,14.411764705882353,33,26,0,question_5112,3,3,interesting?,question_images_version_1
27,e,474.1176470588238,92.0,14.411764705882353,33,27,0,question_5112,3,3,interesting?,question_images_version_1
28,s,488.5294117647062,92.0,14.411764705882353,33,28,0,question_5112,3,3,interesting?,question_images_version_1
29,t,502.9411764705886,92.0,14.411764705882353,33,29,0,question_5112,3,3,interesting?,question_images_version_1
30,i,517.352941176471,92.0,14.411764705882353,33,30,0,question_5112,3,3,interesting?,question_images_version_1
31,n,531.7647058823533,92.0,14.411764705882353,33,31,0,question_5112,3,3,interesting?,question_images_version_1
32,g,546.1764705882356,92.0,14.411764705882353,33,32,0,question_5112,3,3,interesting?,question_images_version_1
33,?,560.5882352941179,92.0,14.411764705882353,33,33,0,question_5112,3,3,interesting?,question_images_version_1
0,T,202.79999999999998,259.25,14.41025641025641,33,0,0,toy_text_2_5_question_5112_target,0,0,They,question_images_version_1
1,h,217.2102564102564,259.25,14.41025641025641,33,1,0,toy_text_2_5_question_5112_target,0,0,They,question_images_version_1
2,e,231.6205128205128,259.25,14.41025641025641,33,2,0,toy_text_2_5_question_5112_target,0,0,They,question_images_version_1
3,y,246.0307692307692,259.25,14.41025641025641,33,3,0,toy_text_2_5_question_5112_target,0,0,They,question_images_version_1
4, ,260.44102564102565,259.25,14.41025641025641,33,4,0,toy_text_2_5_question_5112_target,0,0,,question_images_version_1
5,r,274.85128205128206,259.25,14.41025641025641,33,5,0,toy_text_2_5_question_5112_target,1,1,reflect,question_images_version_1
6,e,289.26153846153846,259.25,14.41025641025641,33,6,0,toy_text_2_5_question_5112_target,1,1,reflect,question_images_version_1
7,f,303.6717948717949,259.25,14.41025641025641,33,7,0,toy_text_2_5_question_5112_target,1,1,reflect,question_images_version_1
8,l,318.0820512820513,259.25,14.41025641025641,33,8,0,toy_text_2_5_question_5112_target,1,1,reflect,question_images_version_1
9,e,332.4923076923077,259.25,14.41025641025641,33,9,0,toy_text_2_5_question_5112_target,1,1,reflect,question_images_version_1
10,c,346.9025641025641,259.25,14.41025641025641,33,10,0,toy_text_2_5_question_5112_target,1,1,reflect,question_images_version_1
11,t,361.3128205128205,259.25,14.41025641025641,33,11,0,toy_text_2_5_question_5112_target,1,1,reflect,question_images_version_1
12, ,375.7230769230769,259.25,14.41025641025641,33,12,0,toy_text_2_5_question_5112_target,1,1,,question_images_version_1
13,h,390.1333333333333,259.25,14.41025641025641,33,13,0,toy_text_2_5_question_5112_target,2,2,human,question_images_version_1
14,u,404.54358974358973,259.25,14.41025641025641,33,14,0,toy_text_2_5_question_5112_target,2,2,human,question_images_version_1
15,m,418.95384615384614,259.25,14.41025641025641,33,15,0,toy_text_2_5_question_5112_target,2,2,human,question_images_version_1
16,a,433.36410256410255,259.25,14.41025641025641,33,16,0,toy_text_2_5_question_5112_target,2,2,human,question_images_version_1
17,n,447.77435897435896,259.25,14.41025641025641,33,17,0,toy_text_2_5_question_5112_target,2,2,human,question_images_version_1
18, ,462.18461538461537,259.25,14.41025641025641,33,18,0,toy_text_2_5_question_5112_target,2,2,,question_images_version_1
19,c,476.5948717948718,259.25,14.41025641025641,33,19,0,toy_text_2_5_question_5112_target,3,3,cognitive,question_images_version_1
20,o,491.0051282051282,259.25,14.41025641025641,33,20,0,toy_text_2_5_question_5112_target,3,3,cognitive,question_images_version_1
21,g,505.4153846153846,259.25,14.41025641025641,33,21,0,toy_text_2_5_question_5112_target,3,3,cognitive,question_images_version_1
22,n,519.8256410256411,259.25,14.41025641025641,33,22,0,toy_text_2_5_question_5112_target,3,3,cognitive,question_images_version_1
23,i,534.2358974358975,259.25,14.41025641025641,33,23,0,toy_text_2_5_question_5112_target,3,3,cognitive,question_images_version_1
24,t,548.646153846154,259.25,14.41025641025641,33,24,0,toy_text_2_5_question_5112_target,3,3,cognitive,question_images_version_1
25,i,563.0564102564105,259.25,14.41025641025641,33,25,0,toy_text_2_5_question_5112_target,3,3,cognitive,question_images_version_1
26,v,577.4666666666669,259.25,14.41025641025641,33,26,0,toy_text_2_5_question_5112_target,3,3,cognitive,question_images_version_1
27,e,591.8769230769234,259.25,14.41025641025641,33,27,0,toy_text_2_5_question_5112_target,3,3,cognitive,question_images_version_1
28, ,606.2871794871799,259.25,14.41025641025641,33,28,0,toy_text_2_5_question_5112_target,3,3,,question_images_version_1
29,p,620.6974358974363,259.25,14.41025641025641,33,29,0,toy_text_2_5_question_5112_target,4,4,processes.,question_images_version_1
30,r,635.1076923076928,259.25,14.41025641025641,33,30,0,toy_text_2_5_question_5112_target,4,4,processes.,question_images_version_1
31,o,649.5179487179493,259.25,14.41025641025641,33,31,0,toy_text_2_5_question_5112_target,4,4,processes.,question_images_version_1
32,c,663.9282051282057,259.25,14.41025641025641,33,32,0,toy_text_2_5_question_5112_target,4,4,processes.,question_images_version_1
33,e,678.3384615384622,259.25,14.41025641025641,33,33,0,toy_text_2_5_question_5112_target,4,4,processes.,question_images_version_1
34,s,692.7487179487186,259.25,14.41025641025641,33,34,0,toy_text_2_5_question_5112_target,4,4,processes.,question_images_version_1
35,s,707.1589743589751,259.25,14.41025641025641,33,35,0,toy_text_2_5_question_5112_target,4,4,processes.,question_images_version_1
36,e,721.5692307692316,259.25,14.41025641025641,33,36,0,toy_text_2_5_question_5112_target,4,4,processes.,question_images_version_1
37,s,735.979487179488,259.25,14.41025641025641,33,37,0,toy_text_2_5_question_5112_target,4,4,processes.,question_images_version_1
38,.,750.3897435897445,259.25,14.41025641025641,33,38,0,toy_text_2_5_question_5112_target,4,4,processes.,question_images_version_1
0,T,716.5600000000001,456.28000000000003,14.393939393939394,33,0,0,toy_text_2_5_question_5112_distractor_a,0,0,They,question_images_version_1
1,h,730.9539393939394,456.28000000000003,14.393939393939394,33,1,0,toy_text_2_5_question_5112_distractor_a,0,0,They,question_images_version_1
2,e,745.3478787878788,456.28000000000003,14.393939393939394,33,2,0,toy_text_2_5_question_5112_distractor_a,0,0,They,question_images_version_1
3,y,759.7418181818182,456.28000000000003,14.393939393939394,33,3,0,toy_text_2_5_question_5112_distractor_a,0,0,They,question_images_version_1
4, ,774.1357575757576,456.28000000000003,14.393939393939394,33,4,0,toy_text_2_5_question_5112_distractor_a,0,0,,question_images_version_1
5,c,788.5296969696969,456.28000000000003,14.393939393939394,33,5,0,toy_text_2_5_question_5112_distractor_a,1,1,can,question_images_version_1
6,a,802.9236363636363,456.28000000000003,14.393939393939394,33,6,0,toy_text_2_5_question_5112_distractor_a,1,1,can,question_images_version_1
7,n,817.3175757575757,456.28000000000003,14.393939393939394,33,7,0,toy_text_2_5_question_5112_distractor_a,1,1,can,question_images_version_1
8, ,831.7115151515151,456.28000000000003,14.393939393939394,33,8,0,toy_text_2_5_question_5112_distractor_a,1,1,,question_images_version_1
9,b,846.1054545454544,456.28000000000003,14.393939393939394,33,9,0,toy_text_2_5_question_5112_distractor_a,2,2,be,question_images_version_1
10,e,860.4993939393938,456.28000000000003,14.393939393939394,33,10,0,toy_text_2_5_question_5112_distractor_a,2,2,be,question_images_version_1
11, ,874.8933333333332,456.28000000000003,14.393939393939394,33,11,0,toy_text_2_5_question_5112_distractor_a,2,2,,question_images_version_1
12,u,889.2872727272726,456.28000000000003,14.393939393939394,33,12,0,toy_text_2_5_question_5112_distractor_a,3,3,used,question_images_version_1
13,s,903.681212121212,456.28000000000003,14.393939393939394,33,13,0,toy_text_2_5_question_5112_distractor_a,3,3,used,question_images_version_1
14,e,918.0751515151513,456.28000000000003,14.393939393939394,33,14,0,toy_text_2_5_question_5112_distractor_a,3,3,used,question_images_version_1
15,d,932.4690909090907,456.28000000000003,14.393939393939394,33,15,0,toy_text_2_5_question_5112_distractor_a,3,3,used,question_images_version_1
16, ,946.8630303030301,456.28000000000003,14.393939393939394,33,16,0,toy_text_2_5_question_5112_distractor_a,3,3,,question_images_version_1
17,t,961.2569696969695,456.28000000000003,14.393939393939394,33,17,0,toy_text_2_5_question_5112_distractor_a,4,4,to,question_images_version_1
18,o,975.6509090909088,456.28000000000003,14.393939393939394,33,18,0,toy_text_2_5_question_5112_distractor_a,4,4,to,question_images_version_1
19, ,990.0448484848482,456.28000000000003,14.393939393939394,33,19,0,toy_text_2_5_question_5112_distractor_a,4,4,,question_images_version_1
20,t,1004.4387878787876,456.28000000000003,14.393939393939394,33,20,0,toy_text_2_5_question_5112_distractor_a,5,5,track,question_images_version_1
21,r,1018.832727272727,456.28000000000003,14.393939393939394,33,21,0,toy_text_2_5_question_5112_distractor_a,5,5,track,question_images_version_1
22,a,1033.2266666666665,456.28000000000003,14.393939393939394,33,22,0,toy_text_2_5_question_5112_distractor_a,5,5,track,question_images_version_1
