char,x,y,width,height,char_idx_in_line,line_idx,page,word
g,895.0,143,13.0,21,61,0,page_2,"processing,"
",",908.0,143,13.0,21,62,0,page_2,"processing,"
 ,921.0,143,13.0,21,63,0,page_2,
E,934.0,143,13.0,21,64,0,page_2,ETRA
T,947.0,143,13.0,21,65,0,page_2,ETRA
R,960.0,143,13.0,21,66,0,page_2,ETRA
A,973.0,143,13.0,21,67,0,page_2,ETRA
 ,986.0,143,13.0,21,68,0,page_2,
2,999.0,143,13.0,21,69,0,page_2,2023
0,1012.0,143,13.0,21,70,0,page_2,2023
2,1025.0,143,13.0,21,71,0,page_2,2023
3,1038.0,143,13.0,21,72,0,page_2,2023
W,102.0,49,13.0,21,0,0,page_3,We
e,115.0,49,13.0,21,1,0,page_3,We
 ,128.0,49,13.0,21,2,0,page_3,
i,141.0,49,13.0,21,3,0,page_3,introduce
n,154.0,49,13.0,21,4,0,page_3,introduce
t,167.0,49,13.0,21,5,0,page_3,introduce
r,180.0,49,13.0,21,6,0,page_3,introduce
o,193.0,49,13.0,21,7,0,page_3,introduce
d,206.0,49,13.0,21,8,0,page_3,introduce
u,219.0,49,13.0,21,9,0,page_3,introduce
c,232.0,49,13.0,21,10,0,page_3,introduce
e,245.0,49,13.0,21,11,0,page_3,introduce
 ,258.0,49,13.0,21,12,0,page_3,
p,271.0,49,13.0,21,13,0,page_3,pymovements:
y,284.0,49,13.0,21,14,0,page_3,pymovements:
m,297.0,49,13.0,21,15,0,page_3,pymovements:
o,310.0,49,13.0,21,16,0,page_3,pymovements:
v,323.0,49,13.0,21,17,0,page_3,pymovements:
e,336.0,49,13.0,21,18,0,page_3,pymovements:
m,349.0,49,13.0,21,19,0,page_3,pymovements:
e,362.0,49,13.0,21,20,0,page_3,pymovements:
n,375.0,49,13.0,21,21,0,page_3,pymovements:
t,388.0,49,13.0,21,22,0,page_3,pymovements:
s,401.0,49,13.0,21,23,0,page_3,pymovements:
:,414.0,49,13.0,21,24,0,page_3,pymovements:
 ,427.0,49,13.0,21,25,0,page_3,
a,440.0,49,13.0,21,26,0,page_3,a
 ,453.0,49,13.0,21,27,0,page_3,
P,466.0,49,13.0,21,28,0,page_3,Python
y,479.0,49,13.0,21,29,0,page_3,Python
t,492.0,49,13.0,21,30,0,page_3,Python
h,505.0,49,13.0,21,31,0,page_3,Python
o,518.0,49,13.0,21,32,0,page_3,Python
n,531.0,49,13.0,21,33,0,page_3,Python
 ,544.0,49,13.0,21,34,0,page_3,
p,557.0,49,13.0,21,35,0,page_3,package
a,570.0,49,13.0,21,36,0,page_3,package
c,583.0,49,13.0,21,37,0,page_3,package
k,596.0,49,13.0,21,38,0,page_3,package
a,609.0,49,13.0,21,39,0,page_3,package
g,622.0,49,13.0,21,40,0,page_3,package
e,635.0,49,13.0,21,41,0,page_3,package
 ,648.0,49,13.0,21,42,0,page_3,
f,661.0,49,13.0,21,43,0,page_3,for
o,674.0,49,13.0,21,44,0,page_3,for
r,687.0,49,13.0,21,45,0,page_3,for
 ,700.0,49,13.0,21,46,0,page_3,
a,713.0,49,13.0,21,47,0,page_3,analyzing
n,726.0,49,13.0,21,48,0,page_3,analyzing
a,739.0,49,13.0,21,49,0,page_3,analyzing
l,752.0,49,13.0,21,50,0,page_3,analyzing
y,765.0,49,13.0,21,51,0,page_3,analyzing
z,778.0,49,13.0,21,52,0,page_3,analyzing
i,791.0,49,13.0,21,53,0,page_3,analyzing
n,804.0,49,13.0,21,54,0,page_3,analyzing
g,817.0,49,13.0,21,55,0,page_3,analyzing
 ,830.0,49,13.0,21,56,0,page_3,
e,843.0,49,13.0,21,57,0,page_3,eye-tracking
y,856.0,49,13.0,21,58,0,page_3,eye-tracking
e,869.0,49,13.0,21,59,0,page_3,eye-tracking
-,882.0,49,13.0,21,60,0,page_3,eye-tracking
t,895.0,49,13.0,21,61,0,page_3,eye-tracking
r,908.0,49,13.0,21,62,0,page_3,eye-tracking
a,921.0,49,13.0,21,63,0,page_3,eye-tracking
c,934.0,49,13.0,21,64,0,page_3,eye-tracking
k,947.0,49,13.0,21,65,0,page_3,eye-tracking
i,960.0,49,13.0,21,66,0,page_3,eye-tracking
n,973.0,49,13.0,21,67,0,page_3,eye-tracking
g,986.0,49,13.0,21,68,0,page_3,eye-tracking
 ,999.0,49,13.0,21,69,0,page_3,
d,1012.0,49,13.0,21,70,0,page_3,data
a,1025.0,49,13.0,21,71,0,page_3,data
t,1038.0,49,13.0,21,72,0,page_3,data
a,1051.0,49,13.0,21,73,0,page_3,data
 ,1064.0,49,13.0,21,74,0,page_3,
t,1077.0,49,13.0,21,75,0,page_3,that
h,1090.0,49,13.0,21,76,0,page_3,that
a,1103.0,49,13.0,21,77,0,page_3,that
t,1116.0,49,13.0,21,78,0,page_3,that
f,102.0,148,13.0,21,0,2,page_3,follows
o,115.0,148,13.0,21,1,2,page_3,follows
l,128.0,148,13.0,21,2,2,page_3,follows
l,141.0,148,13.0,21,3,2,page_3,follows
o,154.0,148,13.0,21,4,2,page_3,follows
w,167.0,148,13.0,21,5,2,page_3,follows
s,180.0,148,13.0,21,6,2,page_3,follows
 ,193.0,148,13.0,21,7,2,page_3,
b,206.0,148,13.0,21,8,2,page_3,best
e,219.0,148,13.0,21,9,2,page_3,best
s,232.0,148,13.0,21,10,2,page_3,best
t,245.0,148,13.0,21,11,2,page_3,best
 ,258.0,148,13.0,21,12,2,page_3,
p,271.0,148,13.0,21,13,2,page_3,practices
r,284.0,148,13.0,21,14,2,page_3,practices
a,297.0,148,13.0,21,15,2,page_3,practices
c,310.0,148,13.0,21,16,2,page_3,practices
t,323.0,148,13.0,21,17,2,page_3,practices
i,336.0,148,13.0,21,18,2,page_3,practices
c,349.0,148,13.0,21,19,2,page_3,practices
e,362.0,148,13.0,21,20,2,page_3,practices
s,375.0,148,13.0,21,21,2,page_3,practices
 ,388.0,148,13.0,21,22,2,page_3,
i,401.0,148,13.0,21,23,2,page_3,in
n,414.0,148,13.0,21,24,2,page_3,in
 ,427.0,148,13.0,21,25,2,page_3,
s,440.0,148,13.0,21,26,2,page_3,software
o,453.0,148,13.0,21,27,2,page_3,software
f,466.0,148,13.0,21,28,2,page_3,software
t,479.0,148,13.0,21,29,2,page_3,software
w,492.0,148,13.0,21,30,2,page_3,software
a,505.0,148,13.0,21,31,2,page_3,software
r,518.0,148,13.0,21,32,2,page_3,software
e,531.0,148,13.0,21,33,2,page_3,software
 ,544.0,148,13.0,21,34,2,page_3,
d,557.0,148,13.0,21,35,2,page_3,"development,"
e,570.0,148,13.0,21,36,2,page_3,"development,"
v,583.0,148,13.0,21,37,2,page_3,"development,"
e,596.0,148,13.0,21,38,2,page_3,"development,"
l,609.0,148,13.0,21,39,2,page_3,"development,"
o,622.0,148,13.0,21,40,2,page_3,"development,"
p,635.0,148,13.0,21,41,2,page_3,"development,"
m,648.0,148,13.0,21,42,2,page_3,"development,"
e,661.0,148,13.0,21,43,2,page_3,"development,"
n,674.0,148,13.0,21,44,2,page_3,"development,"
t,687.0,148,13.0,21,45,2,page_3,"development,"
",",700.0,148,13.0,21,46,2,page_3,"development,"
 ,713.0,148,13.0,21,47,2,page_3,
i,726.0,148,13.0,21,48,2,page_3,including
n,739.0,148,13.0,21,49,2,page_3,including
c,752.0,148,13.0,21,50,2,page_3,including
l,765.0,148,13.0,21,51,2,page_3,including
u,778.0,148,13.0,21,52,2,page_3,including
d,791.0,148,13.0,21,53,2,page_3,including
i,804.0,148,13.0,21,54,2,page_3,including
n,817.0,148,13.0,21,55,2,page_3,including
g,830.0,148,13.0,21,56,2,page_3,including
 ,843.0,148,13.0,21,57,2,page_3,
r,856.0,148,13.0,21,58,2,page_3,rigorous
i,869.0,148,13.0,21,59,2,page_3,rigorous
g,882.0,148,13.0,21,60,2,page_3,rigorous
o,895.0,148,13.0,21,61,2,page_3,rigorous
r,908.0,148,13.0,21,62,2,page_3,rigorous
o,921.0,148,13.0,21,63,2,page_3,rigorous
u,934.0,148,13.0,21,64,2,page_3,rigorous
s,947.0,148,13.0,21,65,2,page_3,rigorous
 ,960.0,148,13.0,21,66,2,page_3,
t,973.0,148,13.0,21,67,2,page_3,testing
e,986.0,148,13.0,21,68,2,page_3,testing
s,999.0,148,13.0,21,69,2,page_3,testing
t,1012.0,148,13.0,21,70,2,page_3,testing
i,1025.0,148,13.0,21,71,2,page_3,testing
n,1038.0,148,13.0,21,72,2,page_3,testing
g,1051.0,148,13.0,21,73,2,page_3,testing
 ,1064.0,148,13.0,21,74,2,page_3,
a,1077.0,148,13.0,21,75,2,page_3,and
n,1090.0,148,13.0,21,76,2,page_3,and
d,1103.0,148,13.0,21,77,2,page_3,and
a,102.0,247,13.0,21,0,4,page_3,adherence
d,115.0,247,13.0,21,1,4,page_3,adherence
h,128.0,247,13.0,21,2,4,page_3,adherence
e,141.0,247,13.0,21,3,4,page_3,adherence
r,154.0,247,13.0,21,4,4,page_3,adherence
e,167.0,247,13.0,21,5,4,page_3,adherence
n,180.0,247,13.0,21,6,4,page_3,adherence
c,193.0,247,13.0,21,7,4,page_3,adherence
e,206.0,247,13.0,21,8,4,page_3,adherence
 ,219.0,247,13.0,21,9,4,page_3,
t,232.0,247,13.0,21,10,4,page_3,to
o,245.0,247,13.0,21,11,4,page_3,to
 ,258.0,247,13.0,21,12,4,page_3,
c,271.0,247,13.0,21,13,4,page_3,coding
o,284.0,247,13.0,21,14,4,page_3,coding
d,297.0,247,13.0,21,15,4,page_3,coding
i,310.0,247,13.0,21,16,4,page_3,coding
n,323.0,247,13.0,21,17,4,page_3,coding
g,336.0,247,13.0,21,18,4,page_3,coding
 ,349.0,247,13.0,21,19,4,page_3,
s,362.0,247,13.0,21,20,4,page_3,standards.
t,375.0,247,13.0,21,21,4,page_3,standards.
a,388.0,247,13.0,21,22,4,page_3,standards.
n,401.0,247,13.0,21,23,4,page_3,standards.
d,414.0,247,13.0,21,24,4,page_3,standards.
a,427.0,247,13.0,21,25,4,page_3,standards.
r,440.0,247,13.0,21,26,4,page_3,standards.
d,453.0,247,13.0,21,27,4,page_3,standards.
s,466.0,247,13.0,21,28,4,page_3,standards.
.,479.0,247,13.0,21,29,4,page_3,standards.
 ,492.0,247,13.0,21,30,4,page_3,
T,505.0,247,13.0,21,31,4,page_3,The
h,518.0,247,13.0,21,32,4,page_3,The
e,531.0,247,13.0,21,33,4,page_3,The
 ,544.0,247,13.0,21,34,4,page_3,
p,557.0,247,13.0,21,35,4,page_3,package
a,570.0,247,13.0,21,36,4,page_3,package
c,583.0,247,13.0,21,37,4,page_3,package
k,596.0,247,13.0,21,38,4,page_3,package
a,609.0,247,13.0,21,39,4,page_3,package
g,622.0,247,13.0,21,40,4,page_3,package
e,635.0,247,13.0,21,41,4,page_3,package
 ,648.0,247,13.0,21,42,4,page_3,
p,661.0,247,13.0,21,43,4,page_3,provides
r,674.0,247,13.0,21,44,4,page_3,provides
o,687.0,247,13.0,21,45,4,page_3,provides
v,700.0,247,13.0,21,46,4,page_3,provides
i,713.0,247,13.0,21,47,4,page_3,provides
d,726.0,247,13.0,21,48,4,page_3,provides
e,739.0,247,13.0,21,49,4,page_3,provides
s,752.0,247,13.0,21,50,4,page_3,provides
 ,765.0,247,13.0,21,51,4,page_3,
f,778.0,247,13.0,21,52,4,page_3,functionality
u,791.0,247,13.0,21,53,4,page_3,functionality
n,804.0,247,13.0,21,54,4,page_3,functionality
c,817.0,247,13.0,21,55,4,page_3,functionality
t,830.0,247,13.0,21,56,4,page_3,functionality
i,843.0,247,13.0,21,57,4,page_3,functionality
o,856.0,247,13.0,21,58,4,page_3,functionality
n,869.0,247,13.0,21,59,4,page_3,functionality
a,882.0,247,13.0,21,60,4,page_3,functionality
l,895.0,247,13.0,21,61,4,page_3,functionality
i,908.0,247,13.0,21,62,4,page_3,functionality
t,921.0,247,13.0,21,63,4,page_3,functionality
y,934.0,247,13.0,21,64,4,page_3,functionality
 ,947.0,247,13.0,21,65,4,page_3,
f,960.0,247,13.0,21,66,4,page_3,for
o,973.0,247,13.0,21,67,4,page_3,for
r,986.0,247,13.0,21,68,4,page_3,for
 ,999.0,247,13.0,21,69,4,page_3,
k,1012.0,247,13.0,21,70,4,page_3,key
e,1025.0,247,13.0,21,71,4,page_3,key
y,1038.0,247,13.0,21,72,4,page_3,key
 ,1051.0,247,13.0,21,73,4,page_3,
p,1064.0,247,13.0,21,74,4,page_3,processes
r,1077.0,247,13.0,21,75,4,page_3,processes
o,1090.0,247,13.0,21,76,4,page_3,processes
c,1103.0,247,13.0,21,77,4,page_3,processes
e,1116.0,247,13.0,21,78,4,page_3,processes
s,1129.0,247,13.0,21,79,4,page_3,processes
s,1142.0,247,13.0,21,80,4,page_3,processes
e,1155.0,247,13.0,21,81,4,page_3,processes
s,1168.0,247,13.0,21,82,4,page_3,processes
a,102.0,346,13.0,21,0,6,page_3,along
l,115.0,346,13.0,21,1,6,page_3,along
o,128.0,346,13.0,21,2,6,page_3,along
n,141.0,346,13.0,21,3,6,page_3,along
g,154.0,346,13.0,21,4,6,page_3,along
 ,167.0,346,13.0,21,5,6,page_3,
t,180.0,346,13.0,21,6,6,page_3,the
h,193.0,346,13.0,21,7,6,page_3,the
e,206.0,346,13.0,21,8,6,page_3,the
 ,219.0,346,13.0,21,9,6,page_3,
e,232.0,346,13.0,21,10,6,page_3,entire
n,245.0,346,13.0,21,11,6,page_3,entire
t,258.0,346,13.0,21,12,6,page_3,entire
i,271.0,346,13.0,21,13,6,page_3,entire
r,284.0,346,13.0,21,14,6,page_3,entire
e,297.0,346,13.0,21,15,6,page_3,entire
 ,310.0,346,13.0,21,16,6,page_3,
p,323.0,346,13.0,21,17,6,page_3,preprocessing
r,336.0,346,13.0,21,18,6,page_3,preprocessing
e,349.0,346,13.0,21,19,6,page_3,preprocessing
p,362.0,346,13.0,21,20,6,page_3,preprocessing
r,375.0,346,13.0,21,21,6,page_3,preprocessing
o,388.0,346,13.0,21,22,6,page_3,preprocessing
c,401.0,346,13.0,21,23,6,page_3,preprocessing
e,414.0,346,13.0,21,24,6,page_3,preprocessing
s,427.0,346,13.0,21,25,6,page_3,preprocessing
s,440.0,346,13.0,21,26,6,page_3,preprocessing
i,453.0,346,13.0,21,27,6,page_3,preprocessing
n,466.0,346,13.0,21,28,6,page_3,preprocessing
g,479.0,346,13.0,21,29,6,page_3,preprocessing
 ,492.0,346,13.0,21,30,6,page_3,
p,505.0,346,13.0,21,31,6,page_3,pipeline.
i,518.0,346,13.0,21,32,6,page_3,pipeline.
p,531.0,346,13.0,21,33,6,page_3,pipeline.
e,544.0,346,13.0,21,34,6,page_3,pipeline.
l,557.0,346,13.0,21,35,6,page_3,pipeline.
i,570.0,346,13.0,21,36,6,page_3,pipeline.
n,583.0,346,13.0,21,37,6,page_3,pipeline.
e,596.0,346,13.0,21,38,6,page_3,pipeline.
.,609.0,346,13.0,21,39,6,page_3,pipeline.
 ,622.0,346,13.0,21,40,6,page_3,
T,635.0,346,13.0,21,41,6,page_3,This
h,648.0,346,13.0,21,42,6,page_3,This
i,661.0,346,13.0,21,43,6,page_3,This
s,674.0,346,13.0,21,44,6,page_3,This
 ,687.0,346,13.0,21,45,6,page_3,
i,700.0,346,13.0,21,46,6,page_3,includes
n,713.0,346,13.0,21,47,6,page_3,includes
c,726.0,346,13.0,21,48,6,page_3,includes
l,739.0,346,13.0,21,49,6,page_3,includes
u,752.0,346,13.0,21,50,6,page_3,includes
d,765.0,346,13.0,21,51,6,page_3,includes
e,778.0,346,13.0,21,52,6,page_3,includes
s,791.0,346,13.0,21,53,6,page_3,includes
 ,804.0,346,13.0,21,54,6,page_3,
p,817.0,346,13.0,21,55,6,page_3,parsing
a,830.0,346,13.0,21,56,6,page_3,parsing
r,843.0,346,13.0,21,57,6,page_3,parsing
s,856.0,346,13.0,21,58,6,page_3,parsing
i,869.0,346,13.0,21,59,6,page_3,parsing
n,882.0,346,13.0,21,60,6,page_3,parsing
g,895.0,346,13.0,21,61,6,page_3,parsing
 ,908.0,346,13.0,21,62,6,page_3,
o,921.0,346,13.0,21,63,6,page_3,of
f,934.0,346,13.0,21,64,6,page_3,of
 ,947.0,346,13.0,21,65,6,page_3,
e,960.0,346,13.0,21,66,6,page_3,eye
y,973.0,346,13.0,21,67,6,page_3,eye
e,986.0,346,13.0,21,68,6,page_3,eye
 ,999.0,346,13.0,21,69,6,page_3,
t,1012.0,346,13.0,21,70,6,page_3,tracker
r,1025.0,346,13.0,21,71,6,page_3,tracker
a,1038.0,346,13.0,21,72,6,page_3,tracker
c,1051.0,346,13.0,21,73,6,page_3,tracker
k,1064.0,346,13.0,21,74,6,page_3,tracker
e,1077.0,346,13.0,21,75,6,page_3,tracker
r,1090.0,346,13.0,21,76,6,page_3,tracker
 ,1103.0,346,13.0,21,77,6,page_3,
d,1116.0,346,13.0,21,78,6,page_3,data
a,1129.0,346,13.0,21,79,6,page_3,data
t,1142.0,346,13.0,21,80,6,page_3,data
a,1155.0,346,13.0,21,81,6,page_3,data
f,102.0,445,13.0,21,0,8,page_3,"files,"
i,115.0,445,13.0,21,1,8,page_3,"files,"
l,128.0,445,13.0,21,2,8,page_3,"files,"
e,141.0,445,13.0,21,3,8,page_3,"files,"
s,154.0,445,13.0,21,4,8,page_3,"files,"
",",167.0,445,13.0,21,5,8,page_3,"files,"
 ,180.0,445,13.0,21,6,8,page_3,
t,193.0,445,13.0,21,7,8,page_3,transforming
r,206.0,445,13.0,21,8,8,page_3,transforming
a,219.0,445,13.0,21,9,8,page_3,transforming
n,232.0,445,13.0,21,10,8,page_3,transforming
s,245.0,445,13.0,21,11,8,page_3,transforming
f,258.0,445,13.0,21,12,8,page_3,transforming
o,271.0,445,13.0,21,13,8,page_3,transforming
r,284.0,445,13.0,21,14,8,page_3,transforming
m,297.0,445,13.0,21,15,8,page_3,transforming
i,310.0,445,13.0,21,16,8,page_3,transforming
n,323.0,445,13.0,21,17,8,page_3,transforming
g,336.0,445,13.0,21,18,8,page_3,transforming
 ,349.0,445,13.0,21,19,8,page_3,
p,362.0,445,13.0,21,20,8,page_3,positional
o,375.0,445,13.0,21,21,8,page_3,positional
s,388.0,445,13.0,21,22,8,page_3,positional
i,401.0,445,13.0,21,23,8,page_3,positional
t,414.0,445,13.0,21,24,8,page_3,positional
i,427.0,445,13.0,21,25,8,page_3,positional
o,440.0,445,13.0,21,26,8,page_3,positional
n,453.0,445,13.0,21,27,8,page_3,positional
a,466.0,445,13.0,21,28,8,page_3,positional
l,479.0,445,13.0,21,29,8,page_3,positional
 ,492.0,445,13.0,21,30,8,page_3,
d,505.0,445,13.0,21,31,8,page_3,data
a,518.0,445,13.0,21,32,8,page_3,data
t,531.0,445,13.0,21,33,8,page_3,data
a,544.0,445,13.0,21,34,8,page_3,data
 ,557.0,445,13.0,21,35,8,page_3,
i,570.0,445,13.0,21,36,8,page_3,into
n,583.0,445,13.0,21,37,8,page_3,into
t,596.0,445,13.0,21,38,8,page_3,into
o,609.0,445,13.0,21,39,8,page_3,into
 ,622.0,445,13.0,21,40,8,page_3,
v,635.0,445,13.0,21,41,8,page_3,velocity
e,648.0,445,13.0,21,42,8,page_3,velocity
l,661.0,445,13.0,21,43,8,page_3,velocity
o,674.0,445,13.0,21,44,8,page_3,velocity
c,687.0,445,13.0,21,45,8,page_3,velocity
i,700.0,445,13.0,21,46,8,page_3,velocity
t,713.0,445,13.0,21,47,8,page_3,velocity
y,726.0,445,13.0,21,48,8,page_3,velocity
 ,739.0,445,13.0,21,49,8,page_3,
d,752.0,445,13.0,21,50,8,page_3,"data,"
a,765.0,445,13.0,21,51,8,page_3,"data,"
t,778.0,445,13.0,21,52,8,page_3,"data,"
a,791.0,445,13.0,21,53,8,page_3,"data,"
",",804.0,445,13.0,21,54,8,page_3,"data,"
 ,817.0,445,13.0,21,55,8,page_3,
d,830.0,445,13.0,21,56,8,page_3,detecting
e,843.0,445,13.0,21,57,8,page_3,detecting
t,856.0,445,13.0,21,58,8,page_3,detecting
e,869.0,445,13.0,21,59,8,page_3,detecting
c,882.0,445,13.0,21,60,8,page_3,detecting
t,895.0,445,13.0,21,61,8,page_3,detecting
i,908.0,445,13.0,21,62,8,page_3,detecting
n,921.0,445,13.0,21,63,8,page_3,detecting
g,934.0,445,13.0,21,64,8,page_3,detecting
 ,947.0,445,13.0,21,65,8,page_3,
g,960.0,445,13.0,21,66,8,page_3,gaze
a,973.0,445,13.0,21,67,8,page_3,gaze
z,986.0,445,13.0,21,68,8,page_3,gaze
e,999.0,445,13.0,21,69,8,page_3,gaze
 ,1012.0,445,13.0,21,70,8,page_3,
e,1025.0,445,13.0,21,71,8,page_3,events
v,1038.0,445,13.0,21,72,8,page_3,events
e,1051.0,445,13.0,21,73,8,page_3,events
n,1064.0,445,13.0,21,74,8,page_3,events
t,1077.0,445,13.0,21,75,8,page_3,events
s,1090.0,445,13.0,21,76,8,page_3,events
 ,1103.0,445,13.0,21,77,8,page_3,
l,1116.0,445,13.0,21,78,8,page_3,like
i,1129.0,445,13.0,21,79,8,page_3,like
k,1142.0,445,13.0,21,80,8,page_3,like
e,1155.0,445,13.0,21,81,8,page_3,like
s,102.0,544,13.0,21,0,10,page_3,saccades
a,115.0,544,13.0,21,1,10,page_3,saccades
c,128.0,544,13.0,21,2,10,page_3,saccades
c,141.0,544,13.0,21,3,10,page_3,saccades
a,154.0,544,13.0,21,4,10,page_3,saccades
d,167.0,544,13.0,21,5,10,page_3,saccades
e,180.0,544,13.0,21,6,10,page_3,saccades
s,193.0,544,13.0,21,7,10,page_3,saccades
 ,206.0,544,13.0,21,8,10,page_3,
a,219.0,544,13.0,21,9,10,page_3,and
n,232.0,544,13.0,21,10,10,page_3,and
d,245.0,544,13.0,21,11,10,page_3,and
 ,258.0,544,13.0,21,12,10,page_3,
f,271.0,544,13.0,21,13,10,page_3,"fixations,"
i,284.0,544,13.0,21,14,10,page_3,"fixations,"
x,297.0,544,13.0,21,15,10,page_3,"fixations,"
a,310.0,544,13.0,21,16,10,page_3,"fixations,"
t,323.0,544,13.0,21,17,10,page_3,"fixations,"
i,336.0,544,13.0,21,18,10,page_3,"fixations,"
o,349.0,544,13.0,21,19,10,page_3,"fixations,"
n,362.0,544,13.0,21,20,10,page_3,"fixations,"
s,375.0,544,13.0,21,21,10,page_3,"fixations,"
",",388.0,544,13.0,21,22,10,page_3,"fixations,"
 ,401.0,544,13.0,21,23,10,page_3,
c,414.0,544,13.0,21,24,10,page_3,computing
o,427.0,544,13.0,21,25,10,page_3,computing
m,440.0,544,13.0,21,26,10,page_3,computing
p,453.0,544,13.0,21,27,10,page_3,computing
u,466.0,544,13.0,21,28,10,page_3,computing
t,479.0,544,13.0,21,29,10,page_3,computing
i,492.0,544,13.0,21,30,10,page_3,computing
n,505.0,544,13.0,21,31,10,page_3,computing
g,518.0,544,13.0,21,32,10,page_3,computing
 ,531.0,544,13.0,21,33,10,page_3,
e,544.0,544,13.0,21,34,10,page_3,event
v,557.0,544,13.0,21,35,10,page_3,event
e,570.0,544,13.0,21,36,10,page_3,event
n,583.0,544,13.0,21,37,10,page_3,event
t,596.0,544,13.0,21,38,10,page_3,event
 ,609.0,544,13.0,21,39,10,page_3,
p,622.0,544,13.0,21,40,10,page_3,properties
r,635.0,544,13.0,21,41,10,page_3,properties
o,648.0,544,13.0,21,42,10,page_3,properties
p,661.0,544,13.0,21,43,10,page_3,properties
e,674.0,544,13.0,21,44,10,page_3,properties
r,687.0,544,13.0,21,45,10,page_3,properties
